id,question,slug,description,outcomes,outcomePrices,volume,liquidity,startDate,endDate,closedTime,resolutionSource,tag_ids,tag_labels,clobTokenIds
551137,Will Mikie Sherrill win the New Jersey Governor Election in 2025,will-mikie-sherrill-win-the-new-jersey-governor-election-in-2025,"This market will resolve to according to the if the candidate who wins the 2025 New Jersey gubernatorial election.

If the results of the election are not confirmed by July 31, 2026, this market will resolve to ""Other"".

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on official certification.","[""Yes"", ""No""]","[""1"", ""0""]",7479198.557189,0,2025-06-10T01:47:49.561Z,2025-11-04T00:00:00Z,2025-11-05 05:35:45+00,,"[""101206"", ""2"", ""144"", ""1597"", ""102250"", ""102786""]","[""World Elections"", ""Politics"", ""Elections"", ""Global Elections"", ""NJ Governor"", ""Nov 4 Elections""]","[""23056089932958374419797522644901592808991002026498053086166940911059008923379"", ""22817054741590785607960221324844057903234740985452007938232760073276442663""]"
558107,Will Mamdani get over 50% of the vote in the general mayoral election?,will-mamdani-get-over-50-of-the-vote-in-the-general-mayoral-election,"The New York City mayoral general election is scheduled to occur on November 4, 2025.

This market will resolve to ""Yes"" if Zohran Mamdani wins over 50% of the votes cast in the general election for Mayor of New York City in 2025. Otherwise, this market will resolve to ""No"".

If no general election for Mayor of New York City occurs by February 28, 2026, 11:59 PM ET, or the results are otherwise unknown by that date, this market will resolve to ""No"".

The primary resolution source for this market will be official information from the New York City Board of Elections, however a consensus of credible reporting may also be used.

If a recount is initiated before the vote total has been made official, the market will remain open until the recount is completed and the vote is made official.","[""Yes"", ""No""]","[""1"", ""0""]",6105457.486417,0,2025-07-01T00:49:27.59Z,2025-11-03T23:00:00Z,2025-12-03 00:12:15+00,,"[""2"", ""144"", ""102148"", ""102786""]","[""Politics"", ""Elections"", ""NYC Mayor"", ""Nov 4 Elections""]","[""96129533479290084912987354809178597671083133281086864691000389746090342748653"", ""88965633874001246688795036631514696942749544286951927881231373581680886630250""]"
551143,Will Jack Ciattarelli win the New Jersey Governor Election in 2025,will-jack-ciattarelli-win-the-new-jersey-governor-election-in-2025,"This market will resolve to according to the if the candidate who wins the 2025 New Jersey gubernatorial election.

If the results of the election are not confirmed by July 31, 2026, this market will resolve to ""Other"".

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on official certification.","[""Yes"", ""No""]","[""0"", ""1""]",6037389.579269,0,2025-06-10T01:48:00.549Z,2025-11-04T00:00:00Z,2025-11-05 05:36:47+00,,"[""101206"", ""2"", ""144"", ""1597"", ""102250"", ""102786""]","[""World Elections"", ""Politics"", ""Elections"", ""Global Elections"", ""NJ Governor"", ""Nov 4 Elections""]","[""53937473648188783569836457104933054364348579768036516690207399280597410899636"", ""49192392809047808419856667448965902693178614731374612329831071460756539596244""]"
538934,Will Scott Stringer win the 2025 NYC mayoral election?,will-scott-stringer-win-the-2025-nyc-mayoral-election,"The 2025 New York City mayoral election will be held on November 4, 2025, to elect the mayor of New York City.

This market will resolve according to the candidate that wins the election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate, this market will resolve based on official certification.","[""Yes"", ""No""]","[""0"", ""1""]",5719259.7549,0,2025-04-22T16:10:50.271Z,2025-11-04T12:00:00Z,2025-11-05 06:14:21+00,,"[""851"", ""102148"", ""101206"", ""101252"", ""100664"", ""2"", ""102788"", ""102786""]","[""nyc"", ""NYC Mayor"", ""World Elections"", ""Macro Election 2"", ""mayor"", ""Politics"", ""Mayoral Elections"", ""Nov 4 Elections""]","[""44987583766933940972379664398803007589142260684017317035220706896584524456029"", ""34777677371868667104810683087987191653442127847223502302989688413559858983212""]"
608420,Will Zohran Mamdani win by 0-10%?,will-zohran-mamdani-win-by-0-10,"This market will resolve according to the margin of victory (MoV) for Democrat Zohran Mamdani in the 2025 New York City mayoral general election, scheduled for November 4, 2025.

For the purpose of resolving this market, the “margin of victory” is defined as the absolute percentage-point difference between Mamdani’s certified vote share and the vote share of the runner-up (the candidate with the second-highest number of votes) in the certified results.

If the reported value falls exactly between two brackets, this market will resolve to the higher range bracket.

If Zohran Mamdani does not receive the most votes in the certified results, this market will resolve to the lowest range bracket.

This market will resolve based on the official certified results as published by the New York City Board of Elections.

If a recount is initiated prior to certification, the market will remain open until the recount is completed and the results are certified. A recount initiated after certification will not affect market resolution.","[""Yes"", ""No""]","[""1"", ""0""]",5322836.34127,0,2025-09-22T20:44:25.4281Z,2025-11-04T00:00:00Z,2025-12-03 00:54:45+00,,"[""2"", ""144"", ""102148"", ""102612"", ""102786""]","[""Politics"", ""Elections"", ""NYC Mayor"", ""Zohran Mamdani"", ""Nov 4 Elections""]","[""83627191140230159838026126501977667385850902236144936654145446492834022601540"", ""28436713616888140588590192425586741258852545871297038456754716881492741230474""]"
538939,Will Michael Bloomberg win the 2025 NYC mayoral election?,will-michael-bloomberg-win-the-2025-nyc-mayoral-election,"The 2025 New York City mayoral election will be held on November 4, 2025, to elect the mayor of New York City.

This market will resolve according to the candidate that wins the election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate, this market will resolve based on official certification.","[""Yes"", ""No""]","[""0"", ""1""]",5219083.471827,0,2025-04-22T16:13:19.566Z,2025-11-04T12:00:00Z,2025-11-05 06:15:25+00,,"[""851"", ""102148"", ""101206"", ""101252"", ""100664"", ""2"", ""102788"", ""102786""]","[""nyc"", ""NYC Mayor"", ""World Elections"", ""Macro Election 2"", ""mayor"", ""Politics"", ""Mayoral Elections"", ""Nov 4 Elections""]","[""40833941187107062249224911807497702213345733779159960842015555753052599940302"", ""99947774406646720284764609120734448802887010944222492052237845355304531902058""]"
642090,Will Zohran Mamdani win Staten Island?,will-zohran-mamdani-win-staten-island,"This market will resolve according  to the candidate that receives the most votes in the 2025 New York City Mayoral election in Staten Island. 

This market will resolve based on the official certified results as published by the New York City Board of Elections.

If a recount is initiated prior to certification, the market will remain open until the recount is completed and results are certified. A recount initiated after certification will not affect market resolution.","[""Yes"", ""No""]","[""0"", ""1""]",5033239.748475,0,2025-10-20T23:22:15.476276Z,,2025-12-03 01:13:49+00,,"[""102786"", ""2"", ""144"", ""102148"", ""100345""]","[""Nov 4 Elections"", ""Politics"", ""Elections"", ""NYC Mayor"", ""New York""]","[""55431365095618950328279569261124131160597839257131415672518008417150868508529"", ""41600788501449342665756094859665943092636565289956539543429135818822335153304""]"
608419,Will Zohran Mamdani not win the 2025 New York City mayoral election?,will-zohran-mamdani-not-win-the-2025-new-york-city-mayoral-election,"This market will resolve according to the margin of victory (MoV) for Democrat Zohran Mamdani in the 2025 New York City mayoral general election, scheduled for November 4, 2025.

For the purpose of resolving this market, the “margin of victory” is defined as the absolute percentage-point difference between Mamdani’s certified vote share and the vote share of the runner-up (the candidate with the second-highest number of votes) in the certified results.

If the reported value falls exactly between two brackets, this market will resolve to the higher range bracket.

If Zohran Mamdani does not receive the most votes in the certified results, this market will resolve to the lowest range bracket.

This market will resolve based on the official certified results as published by the New York City Board of Elections.

If a recount is initiated prior to certification, the market will remain open until the recount is completed and the results are certified. A recount initiated after certification will not affect market resolution.","[""Yes"", ""No""]","[""0"", ""1""]",3060739.798942,0,2025-09-22T20:44:25.174598Z,2025-11-04T00:00:00Z,2025-12-03 00:55:43+00,,"[""2"", ""144"", ""102148"", ""102612"", ""102786""]","[""Politics"", ""Elections"", ""NYC Mayor"", ""Zohran Mamdani"", ""Nov 4 Elections""]","[""27072675915285915455116137912884489109876947142577610372904917850067886308458"", ""94399672922192252460234457234686239068385443989269937231436658996388026886823""]"
593160,Will Mikie Sherrill win by 6-9%?,will-mikie-sherrill-win-by-6-9,"This market will resolve according to the margin of victory (MoV) for Democrat Mikie Sherrill in the 2025 New Jersey gubernatorial general election, scheduled for November 4, 2025.

For the purpose of resolving this market, the “margin of victory” is defined as the absolute percentage-point difference between Sherrill’s certified statewide vote share and the vote share of the runner-up (the candidate with the second-highest number of votes) in the certified results.

If the reported value falls exactly between two brackets, this market will resolve to the higher range bracket.

If Mikie Sherrill does not receive the most votes statewide in the certified results, this market will resolve to the lowest range bracket.

This market will resolve based on the official certified statewide results as published by the New Jersey Division of Elections (New Jersey Department of State).

If a recount is initiated prior to certification, the market will remain open until the recount is completed and the results are certified. A recount initiated after certification will not affect market resolution.","[""Yes"", ""No""]","[""0"", ""1""]",2546236.270508,0,2025-09-11T22:16:54.880119Z,2025-11-04T00:00:00Z,2025-12-04 05:41:17+00,,"[""2"", ""144"", ""101503"", ""102786"", ""102250""]","[""Politics"", ""Elections"", ""NJ"", ""Nov 4 Elections"", ""NJ Governor""]","[""13952964960794063989326274285365197639880883339042305543335886465619908439365"", ""76330147105476954604260881244365226350599167773751172818819161151633661830372""]"
644440,NYC Election: Sliwa drops out and Cuomo wins?,nyc-election-sliwa-drops-out-x-cuomo-wins,"This market will resolve to ""Yes"" if both the following conditions are met:

1) Curtis Sliwa withdraws from or officially announces his withdrawal from the 2025 New York City Mayoral election, or announces the suspension of his 2025 NYC Mayoral campaign, by November 3, 2025, 11:59 PM ET.

2) Andrew Cuomo wins the 2025 New York City Mayoral election scheduled for November 4, 2025. 

Otherwise, this market will resolve to ""No"".

The primary resolution source for leg 1 of this parlay will be official information from Curtis Sliwa or his official/legal representatives, however a consensus of credible reporting will also be used.

The primary resolution source for leg 2 of this parlay will be a consensus of credible reporting, however if there is any ambiguity in the results this market will resolve according to official information from New York City.","[""Yes"", ""No""]","[""0"", ""1""]",2489012.103391,0,2025-10-22T16:15:03.151Z,2025-11-04T00:00:00Z,2025-11-04 08:16:51+00,,"[""102786"", ""2"", ""102148""]","[""Nov 4 Elections"", ""Politics"", ""NYC Mayor""]","[""104939746346746214789958954880657221134526556356687511038438111471140891623746"", ""51881138424678936571035819174980509855905985077877690595756457561371699149342""]"
608421,Will Zohran Mamdani win by 10-20%?,will-zohran-mamdani-win-by-10-20,"This market will resolve according to the margin of victory (MoV) for Democrat Zohran Mamdani in the 2025 New York City mayoral general election, scheduled for November 4, 2025.

For the purpose of resolving this market, the “margin of victory” is defined as the absolute percentage-point difference between Mamdani’s certified vote share and the vote share of the runner-up (the candidate with the second-highest number of votes) in the certified results.

If the reported value falls exactly between two brackets, this market will resolve to the higher range bracket.

If Zohran Mamdani does not receive the most votes in the certified results, this market will resolve to the lowest range bracket.

This market will resolve based on the official certified results as published by the New York City Board of Elections.

If a recount is initiated prior to certification, the market will remain open until the recount is completed and the results are certified. A recount initiated after certification will not affect market resolution.","[""Yes"", ""No""]","[""0"", ""1""]",2271173.857522,0,2025-09-22T20:44:24.919721Z,2025-11-04T00:00:00Z,2025-12-03 01:18:51+00,,"[""2"", ""144"", ""102148"", ""102612"", ""102786""]","[""Politics"", ""Elections"", ""NYC Mayor"", ""Zohran Mamdani"", ""Nov 4 Elections""]","[""51627355899569201791226680554678951649627181940392665664099179683237332931411"", ""113549831723863126630715123546089825978234112172737475034124658647118194037298""]"
551980,Will Zohran Mamdani win second place in the 2025 NYC mayoral election?,will-zohran-mamdani-win-second-place-in-the-2025-nyc-mayoral-election,"The 2025 New York City mayoral election will be held on November 4, 2025, to elect the mayor of New York City.

This market will resolve according to the candidate candidate that wins the second most votes in this election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate, this market will resolve based on official certification.","[""Yes"", ""No""]","[""0"", ""1""]",2110102.408416,0,2025-06-12T19:45:07.124Z,2025-11-04T23:55:00Z,2025-11-05 15:26:17+00,,"[""2"", ""144"", ""102148"", ""102786""]","[""Politics"", ""Elections"", ""NYC Mayor"", ""Nov 4 Elections""]","[""107626128628511150266485180385909850038725671773514632114226487214761143623652"", ""95600425957133376510126807468524262284870721810297713204028220843099952953414""]"
566987,Will Jacob Frey win the 2025 Minneapolis mayoral election?,will-jacob-frey-win-the-2025-minneapolis-mayoral-election-419,"The 2025 Minneapolis mayoral election will be held on November 4, 2025, to elect the mayor of Minneapolis.

This market will resolve according to the candidate that wins the election.

The primary resolution source for this market will be a consensus of credible reporting; however, if there is any ambiguity in the results, this market will resolve according to official information from Minneapolis.","[""Yes"", ""No""]","[""1"", ""0""]",2010288.536332,0,2025-07-24T00:03:02.528142Z,2025-11-04T12:00:00Z,2025-11-05 23:17:01+00,,"[""2"", ""144"", ""1101"", ""1597"", ""102786"", ""102788""]","[""Politics"", ""Elections"", ""US Election"", ""Global Elections"", ""Nov 4 Elections"", ""Mayoral Elections""]","[""7503827329045447254300457450631505304310879120369911782060686615113958904042"", ""58272731632068664727863656790332456277526971884533181863039201643396637686160""]"
551977,Will Andrew Cuomo win second place in the 2025 NYC mayoral election?,will-andrew-cuomo-win-second-place-in-the-2025-nyc-mayoral-election,"The 2025 New York City mayoral election will be held on November 4, 2025, to elect the mayor of New York City.

This market will resolve according to the candidate candidate that wins the second most votes in this election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate, this market will resolve based on official certification.","[""Yes"", ""No""]","[""1"", ""0""]",1997755.7683,0,2025-06-12T19:45:11.167Z,2025-11-04T23:55:00Z,2025-11-05 15:23:01+00,,"[""2"", ""144"", ""102148"", ""102786""]","[""Politics"", ""Elections"", ""NYC Mayor"", ""Nov 4 Elections""]","[""6655152875132210161114581911560705581144220595813786729320558048745998031607"", ""57712382252227113786980288712308550616761900861008561849354824917687987066046""]"
551978,Will Curtis Sliwa win second place in the 2025 NYC mayoral election?,will-curtis-silwa-win-second-place-in-the-2025-nyc-mayoral-election,"The 2025 New York City mayoral election will be held on November 4, 2025, to elect the mayor of New York City.

This market will resolve according to the candidate candidate that wins the second most votes in this election.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race for the same candidate, this market will resolve based on official certification.","[""Yes"", ""No""]","[""0"", ""1""]",1981711.579298,0,2025-06-12T19:45:05.461Z,2025-11-04T23:55:00Z,2025-11-05 15:25:19+00,,"[""2"", ""144"", ""102148"", ""102786""]","[""Politics"", ""Elections"", ""NYC Mayor"", ""Nov 4 Elections""]","[""17833261111281809294242487313811733425408150262605310583029772779710928817573"", ""66022107204738582765461155984212182999557529006728340609744607616178575505042""]"
608422,Will Zohran Mamdani win by 20-30%?,will-zohran-mamdani-win-by-20-30,"This market will resolve according to the margin of victory (MoV) for Democrat Zohran Mamdani in the 2025 New York City mayoral general election, scheduled for November 4, 2025.

For the purpose of resolving this market, the “margin of victory” is defined as the absolute percentage-point difference between Mamdani’s certified vote share and the vote share of the runner-up (the candidate with the second-highest number of votes) in the certified results.

If the reported value falls exactly between two brackets, this market will resolve to the higher range bracket.

If Zohran Mamdani does not receive the most votes in the certified results, this market will resolve to the lowest range bracket.

This market will resolve based on the official certified results as published by the New York City Board of Elections.

If a recount is initiated prior to certification, the market will remain open until the recount is completed and the results are certified. A recount initiated after certification will not affect market resolution.","[""Yes"", ""No""]","[""0"", ""1""]",1479606.415867,0,2025-09-22T20:44:32.169872Z,2025-11-04T00:00:00Z,2025-12-03 00:56:47+00,,"[""2"", ""144"", ""102148"", ""102612"", ""102786""]","[""Politics"", ""Elections"", ""NYC Mayor"", ""Zohran Mamdani"", ""Nov 4 Elections""]","[""111961341411200184673275745035445647353056461089975220079378280230906130655486"", ""111789787534899114375931503890984637956654520581377489057562492726736112957452""]"
623207,Will Jason Miyares win the 2025 Virginia Attorney General election?,will-jason-miyares-win-the-2025-virginia-attorney-general-election,"This market will resolve according to the candidate who wins the 2025 Virginia Attorney General election.

If the results of the election are not confirmed by July 31, 2026, this market will resolve to ""Other"".

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on official certification.","[""Yes"", ""No""]","[""0"", ""1""]",1464306.177444,0,2025-10-06T16:18:48.445551Z,2025-11-04T00:00:00Z,2025-11-05 06:19:07+00,,"[""2"", ""144"", ""1597"", ""101206"", ""102786"", ""102789""]","[""Politics"", ""Elections"", ""Global Elections"", ""World Elections"", ""Nov 4 Elections"", ""Virginia Elections""]","[""103559726271656727612689299155304600027696849609987409083500583308875569790515"", ""73063952542158672590199193827368328784261969474882207956930602229877622705091""]"
593158,Will Mikie Sherrill win by less than 3%?,will-mikie-sherrill-win-by-less-than-3,"This market will resolve according to the margin of victory (MoV) for Democrat Mikie Sherrill in the 2025 New Jersey gubernatorial general election, scheduled for November 4, 2025.

For the purpose of resolving this market, the “margin of victory” is defined as the absolute percentage-point difference between Sherrill’s certified statewide vote share and the vote share of the runner-up (the candidate with the second-highest number of votes) in the certified results.

If the reported value falls exactly between two brackets, this market will resolve to the higher range bracket.

If Mikie Sherrill does not receive the most votes statewide in the certified results, this market will resolve to the lowest range bracket.

This market will resolve based on the official certified statewide results as published by the New Jersey Division of Elections (New Jersey Department of State).

If a recount is initiated prior to certification, the market will remain open until the recount is completed and the results are certified. A recount initiated after certification will not affect market resolution.","[""Yes"", ""No""]","[""0"", ""1""]",1447753.182649,0,2025-09-11T22:16:52.818355Z,2025-11-04T00:00:00Z,2025-12-04 05:39:19+00,,"[""2"", ""144"", ""101503"", ""102786"", ""102250""]","[""Politics"", ""Elections"", ""NJ"", ""Nov 4 Elections"", ""NJ Governor""]","[""92139177571204201072639705292955745438297336682346293970337719492060452884263"", ""54152450025758327512126391443767496995828541229957561693234301935707496363002""]"
