id,question,slug,description,outcomes,outcomePrices,volume,liquidity,startDate,endDate,closedTime,resolutionSource,tag_ids,tag_labels,clobTokenIds
255174,Will a Republican win Texas in the 2024 US Presidential Election?,will-a-republican-win-texas-in-the-2024-us-presidential-election,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in Texas in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.
","[""Yes"", ""No""]","[""1"", ""0""]",3486918.151247,0,2024-03-19T15:52:34.358Z,2024-11-05T12:00:00Z,2024-11-06 10:39:17+00,,"[""100215"", ""100164"", ""2""]","[""All"", ""State Presidential Election"", ""Politics""]","[""22954390469393761478435587094271162660864811978634802609696033004592606875337"", ""16817565019464583717511071731800480367663993730008741692944155572569973582421""]"
255073,Will a Democrat win New Jersey Presidential Election?,will-a-democrat-win-new-jersey-in-the-2024-us-presidential-election,"This market will resolve to ""Yes"" if a Democratic candidate wins the popular vote in New Jersey in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.
","[""Yes"", ""No""]","[""1"", ""0""]",2778601.554447,0,2024-03-28T20:49:35.38Z,2024-11-05T12:00:00Z,2024-11-06 14:15:52+00,,"[""100164"", ""2"", ""100215""]","[""State Presidential Election"", ""Politics"", ""All""]","[""70057563029181740383351302880667691057440355307732969897975148615486334142598"", ""110805789859401345827682663334455346292645375845669493011828952941116366110892""]"
500514,Will a Democrat win New York Presidential Election?,will-a-democrat-win-new-york-presidential-election,"This market will resolve to ""Yes"" if a Democratic candidate wins the popular vote in New York in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.
","[""Yes"", ""No""]","[""1"", ""0""]",2667775.083395,0,2024-03-28T20:52:32.119Z,2024-11-05T12:00:00Z,2024-11-06 13:36:36+00,,"[""176"", ""2"", ""100164"", ""100215"", ""100345""]","[""us elections"", ""Politics"", ""State Presidential Election"", ""All"", ""New York""]","[""108711841359369601103922875524621912623305832251098427700855120981942788049747"", ""67705827770889304420546865402744280596054360089147050357831717707009152062069""]"
500552,Will a candidate from another party win Maine's 2nd congressional district?,congressional-district-2nd-maine-will-a-candidate-from-another-party-win,"This market will resolve to ""Yes"" if a candidate from neither the Democratic nor Republican parties wins the popular vote in Maine's 2nd congressional district in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification. ","[""Yes"", ""No""]","[""0"", ""1""]",2480260.24183,0,2024-04-10T19:32:03.023Z,2024-11-05T12:00:00Z,2024-11-07 20:59:59+00,,"[""100164"", ""2"", ""100215"", ""100322"", ""100323""]","[""State Presidential Election"", ""Politics"", ""All"", ""ME2"", ""ME-2""]","[""6085032170134327579114182305930526278215640779150803622973009645927062374260"", ""110082244113422306039566062365378942748169842454892084173125833853288097942387""]"
255074,Will a Republican win New Jersey Presidential Election?,will-a-republican-win-new-jersey-in-the-2024-us-presidential-election,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in New Jersey in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.
","[""Yes"", ""No""]","[""0"", ""1""]",2452014.79537,0,2024-03-28T20:49:39.672Z,2024-11-05T12:00:00Z,2024-11-06 12:25:16+00,,"[""2"", ""100164"", ""100215""]","[""Politics"", ""State Presidential Election"", ""All""]","[""1452533964469551620665155566724360768804482013082769540201617335907763191040"", ""42522895814553170734717845509464995904095471390281935538713656068667424919609""]"
255067,Will a candidate from another party win Colorado Presidential Election?,will-a-candidate-from-another-party-win-colorado-presidential-election,"This market will resolve to ""Yes"" if a candidate from neither the Democratic nor Republican parties wins the popular vote in Colorado in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""0"", ""1""]",2261038.457125,0,2024-03-28T20:15:15.892Z,2024-11-05T12:00:00Z,2024-11-06 20:09:49+00,,"[""375"", ""100164"", ""2"", ""100215""]","[""u.s. election"", ""State Presidential Election"", ""Politics"", ""All""]","[""75486900546650669812321653076214650144470029291784997438415608109369388905893"", ""42193179126134942795505041504621174875271046559734898548067042477212952228080""]"
255173,Will a Democrat win Texas in the 2024 US Presidential Election?,will-a-democrat-win-texas-in-the-2024-us-presidential-election,"This market will resolve to ""Yes"" if a Democratic candidate wins the popular vote in Texas in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.
","[""Yes"", ""No""]","[""0"", ""1""]",2229243.296267,0,2024-03-19T15:52:37.831Z,2024-11-05T12:00:00Z,2024-11-06 12:10:32+00,,"[""100215"", ""100164"", ""2""]","[""All"", ""State Presidential Election"", ""Politics""]","[""39812097611283471264869367255898132913156402490516919655302794178828356981573"", ""22758495647739306347230501999123719576442803367840200793524086631219292346437""]"
255159,Will a candidate from another party win Missouri Presidential Election?,will-a-candidate-from-another-party-win-missouri-presidential-election,"This market will resolve to ""Yes"" if a candidate from neither the Democratic nor Republican parties wins the popular vote in Missouri in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""0"", ""1""]",2179516.323158,0,2024-03-28T20:47:24.067Z,2024-11-05T12:00:00Z,2024-11-06 13:26:35+00,,"[""100164"", ""2"", ""100215""]","[""State Presidential Election"", ""Politics"", ""All""]","[""104707752019771192548881778384079780605323050131610148871769253656658581603154"", ""67616224265482587401298638387220964118880678333672719096691596603677474707745""]"
255122,Will a candidate from another party win Kentucky Presidential Election?,will-a-candidate-from-another-party-win-kentucky-presidential-election,"This market will resolve to ""Yes"" if a candidate from neither the Democratic nor Republican parties wins the popular vote in Kentucky in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""0"", ""1""]",2111415.898343,0,2024-03-28T20:32:05.062Z,2024-11-05T12:00:00Z,2024-11-06 12:45:36+00,,"[""2"", ""100164"", ""100215""]","[""Politics"", ""State Presidential Election"", ""All""]","[""73150683388259787914781322709567621553236200511943997753958753335854751165515"", ""96984839592751949105050229332413888460727384463624029189854061217862527104376""]"
255057,Will a candidate from another party win Arkansas Presidential Election?,will-a-candidate-from-another-party-win-arkansas-presidential-election,"This market will resolve to ""Yes"" if a candidate from neither the Democratic nor Republican parties wins the popular vote in Arkansas in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""0"", ""1""]",1808562.113133,0,2024-03-28T20:13:43.845Z,2024-11-05T12:00:00Z,2024-11-06 12:45:22+00,,"[""375"", ""100164"", ""2"", ""176"", ""100215""]","[""u.s. election"", ""State Presidential Election"", ""Politics"", ""us elections"", ""All""]","[""92499464989737854564315056024298980055678439234558748333730858802057430630213"", ""50085913529721288340910501778175909737468509038342731236002843294282713029526""]"
255093,Will a Republican win Hawaii Presidential Election?,will-a-republican-win-hawaii-in-the-2024-us-presidential-election,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in Hawaii in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""0"", ""1""]",1745995.49544,0,2024-03-28T20:19:35.135Z,2024-11-05T12:00:00Z,2024-11-06 09:40:35+00,,"[""100164"", ""2"", ""100215""]","[""State Presidential Election"", ""Politics"", ""All""]","[""64479810606534107694084898926680187260422516353477452671996847232472736282123"", ""4084260736796711048617425139193115220786212249978496695054293774337849298174""]"
255075,Will a candidate from another party win New Jersey Presidential Election?,will-a-candidate-from-another-party-win-new-jersey-presidential-election,"This market will resolve to ""Yes"" if a candidate from neither the Democratic nor Republican parties wins the popular vote in New Jersey in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.
","[""Yes"", ""No""]","[""0"", ""1""]",1668816.267383,0,2024-03-28T20:49:45.016Z,2024-11-05T12:00:00Z,2024-11-06 14:25:46+00,,"[""100164"", ""2"", ""100215""]","[""State Presidential Election"", ""Politics"", ""All""]","[""11227416284536598985065029060525787770308222312559542663088802833644259134057"", ""103315555999781367430903719224460345643960734497959724394450988294061960019384""]"
255065,Will a Democrat win Colorado Presidential Election?,will-a-democrat-win-colorado-in-the-2024-us-presidential-election,"This market will resolve to ""Yes"" if a Democratic candidate wins the popular vote in Colorado in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""1"", ""0""]",1522857.242694,0,2024-03-28T20:15:05.422Z,2024-11-05T12:00:00Z,2024-11-06 19:36:09+00,,"[""100164"", ""2"", ""375"", ""100215""]","[""State Presidential Election"", ""Politics"", ""u.s. election"", ""All""]","[""12612446154658818790820869162690045426530309786415017500871410258353330100431"", ""115585506504919629828748149243208762665622178843190396017785483141688679055806""]"
255204,Will a candidate from another party win West Virginia Presidential Election?,will-a-candidate-from-another-party-win-west-virginia-presidential-election,"This market will resolve to ""Yes"" if a candidate from neither the Democratic nor Republican parties wins the popular vote in West Virginia in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""0"", ""1""]",1132009.024452,0,2024-03-28T20:56:26.094Z,2024-11-05T12:00:00Z,2024-11-06 12:50:38+00,,"[""2"", ""100164"", ""100215""]","[""Politics"", ""State Presidential Election"", ""All""]","[""84290330557385323356526920177490834914065453771250083241756316649482567882704"", ""114843000172732339650159789873532614116465805164540292610472526483008449382506""]"
255060,Will a Democrat win California Presidential Election?,will-a-democrat-win-california-in-the-2024-us-presidential-election,"This market will resolve to ""Yes"" if a Democratic candidate wins the popular vote in California in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""1"", ""0""]",1078748.419647,0,2024-03-28T20:14:25.77Z,2024-11-05T12:00:00Z,2024-11-06 21:20:34+00,,"[""100164"", ""183"", ""359"", ""2"", ""375"", ""100215"", ""342""]","[""State Presidential Election"", ""u.s. presidential election"", ""u.s. presidential election 2024"", ""Politics"", ""u.s. election"", ""All"", ""California""]","[""19824947305676488713724709426195605644465067988509119211870826829613338135053"", ""22750747772792850145433661113062275303697931797163760555325946896857846743570""]"
255062,Will a candidate from another party win California Presidential Election?,will-a-candidate-from-another-party-win-california-presidential-election,"This market will resolve to ""Yes"" if a candidate from neither the Democratic nor Republican parties wins the popular vote in California in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""0"", ""1""]",1065194.379936,0,2024-03-28T20:14:35.7Z,2024-11-05T12:00:00Z,2024-11-06 21:25:14+00,,"[""2"", ""359"", ""183"", ""375"", ""100164"", ""100215"", ""342""]","[""Politics"", ""u.s. presidential election 2024"", ""u.s. presidential election"", ""u.s. election"", ""State Presidential Election"", ""All"", ""California""]","[""48574834755532119353126174332994068596970129511430264039870512358398166526837"", ""22118872178333744360395498729568817625933919796778642517941818630574837776090""]"
255049,Will a candidate from another party win Nebraska Presidential Election?,will-a-candidate-from-another-party-win-nebraska-presidential-election,"This market will resolve to ""Yes"" if a candidate from neither the Democratic nor Republican parties wins the popular vote in Nebraska in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.

Note: This market pertains to the statewide popular vote in Nebraska for the 2024 US presidential election and does not concern the allocation of district-level electors.","[""Yes"", ""No""]","[""0"", ""1""]",1040397.243407,0,2024-03-28T20:48:45.999Z,2024-11-05T12:00:00Z,2024-11-06 13:46:08+00,,"[""2"", ""100164"", ""100215""]","[""Politics"", ""State Presidential Election"", ""All""]","[""4185383236329628838673828504905758333086614222937664973468716702583210044317"", ""59241066721161502612718301938385052493788160336405567589596959355123027339542""]"
255066,Will a Republican win Colorado Presidential Election?,will-a-republican-win-colorado-in-the-2024-us-presidential-election,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in Colorado in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""0"", ""1""]",1022853.789162,0,2024-03-28T20:15:11.203Z,2024-11-05T12:00:00Z,2024-11-06 20:04:34+00,,"[""375"", ""100164"", ""2"", ""100215""]","[""u.s. election"", ""State Presidential Election"", ""Politics"", ""All""]","[""106556635471772911586614313989151393945990110659335310095262547110240967181207"", ""65712577596037191659259105059530732608157176793818712777860844651657435769510""]"
255131,Will a Republican win Maine Presidential Election?,will-a-republican-win-maine-in-the-2024-us-presidential-election,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in Maine in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.

Note: This market pertains to the statewide popular vote in Maine for the 2024 US presidential election and does not concern the allocation of district-level electors.","[""Yes"", ""No""]","[""0"", ""1""]",1009297.293391,0,2024-03-28T21:56:46.391Z,2024-11-05T12:00:00Z,2024-11-07 03:38:52+00,,"[""2"", ""100164"", ""100215""]","[""Politics"", ""State Presidential Election"", ""All""]","[""30150567569719455122892991006539051920760137453518856817121534220233023026730"", ""45631132527064988449302439950147737264408001427502375613898195219807560560909""]"
