id,question,slug,description,outcomes,outcomePrices,volume,liquidity,startDate,endDate,closedTime,resolutionSource,tag_ids,tag_labels,clobTokenIds,side,probability7d,probability6d,probability5d,probability4d,probability3d,probability2d,probability1d,correct_at_7d,correct_at_1d
255087,Will a Republican win Georgia Presidential Election?,will-a-republican-win-georgia-presidential-election,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in Georgia in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""1"", ""0""]",6457569.386,0,2024-03-07T23:35:00Z,2024-11-05T12:00:00Z,2024-11-07 02:38:38+00,,"[""26"", ""144"", ""1349"", ""2"", ""588"", ""1605"", ""459"", ""168"", ""100215"", ""100164"", ""1101""]","[""republican party"", ""Elections"", ""georgia"", ""Politics"", ""third party"", ""Swing States"", ""democrat"", ""presidential election"", ""All"", ""State Presidential Election"", ""US Election""]","[""10874846387975190407444713373765853114527145924436779240006871443341352408992"", ""6181401096199368004324244642874162057010167408218412244771664244595886623212""]",R,0.745,0.735,0.735,0.735,0.715,0.63,0.635,True,True
255054,Will a Republican win Nevada Presidential Election?,will-a-republican-win-nevada-presidential-election,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in Nevada in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.
","[""Yes"", ""No""]","[""1"", ""0""]",6181381.804,0,2024-03-07T23:25:00Z,2024-11-05T12:00:00Z,2024-11-09 19:28:44+00,,"[""144"", ""2"", ""168"", ""26"", ""588"", ""1605"", ""271"", ""100215"", ""938"", ""100164"", ""1101""]","[""Elections"", ""Politics"", ""presidential election"", ""republican party"", ""third party"", ""Swing States"", ""democrats"", ""All"", ""Nevada"", ""State Presidential Election"", ""US Election""]","[""22811156622772246927379314532791131581149105511872861362055243423465705837015"", ""35352876327642053389894511282626265616296126212238181011612882932646625871390""]",R,0.655,0.66,0.665,0.63,0.635,0.57,0.585,True,True
255086,Will a Democrat win Georgia Presidential Election?,will-a-democrat-win-georgia-presidential-election,"This market will resolve to ""Yes"" if a Democratic candidate wins the popular vote in Georgia in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""0"", ""1""]",5973401.632,0,2024-03-07T23:35:00Z,2024-11-05T12:00:00Z,2024-11-07 14:12:57+00,,"[""144"", ""2"", ""459"", ""1349"", ""168"", ""588"", ""26"", ""1605"", ""100215"", ""100164"", ""1101""]","[""Elections"", ""Politics"", ""democrat"", ""georgia"", ""presidential election"", ""third party"", ""republican party"", ""Swing States"", ""All"", ""State Presidential Election"", ""US Election""]","[""71266923597682191255015907302921683041435419763570474059916757401212183782544"", ""108978442313549362504454361386679252793404126602822126829816109429393785765883""]",D,0.26,0.265,0.265,0.265,0.29,0.355,0.365,True,True
255098,Will a Republican win North Carolina Presidential Election?,will-a-republican-win-north-carolina-presidential-election,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in North Carolina in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.
","[""Yes"", ""No""]","[""1"", ""0""]",5796750.672,0,2024-03-08T19:45:00Z,2024-11-05T12:00:00Z,2024-11-06 12:55:21+00,,"[""144"", ""26"", ""2"", ""1519"", ""1605"", ""588"", ""168"", ""459"", ""100215"", ""100164"", ""1101""]","[""Elections"", ""republican party"", ""Politics"", ""north carolina"", ""Swing States"", ""third party"", ""presidential election"", ""democrat"", ""All"", ""State Presidential Election"", ""US Election""]","[""25474014705297439146444713942104010240322868585952420291288261803408266882449"", ""31454277624344502296814136646703964228519023411497330820610411279339678008615""]",R,0.705,0.73,0.73,0.725,0.695,0.615,0.625,True,True
255051,Will a Republican win Arizona Presidential Election?,will-a-republican-win-arizona-presidential-election,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in Arizona in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""1"", ""0""]",5552055.578,0,2024-03-07T06:45:00Z,2024-11-05T12:00:00Z,2024-11-10 06:12:55+00,,"[""26"", ""144"", ""2"", ""1591"", ""1605"", ""271"", ""588"", ""168"", ""100215"", ""100164"", ""1101""]","[""republican party"", ""Elections"", ""Politics"", ""arizona"", ""Swing States"", ""democrats"", ""third party"", ""presidential election"", ""All"", ""State Presidential Election"", ""US Election""]","[""64972410044896218211047269420581789917870192018252181026286744947120013986348"", ""24620775411941217389377740965103998876434043106631115627739856378494039307644""]",R,0.745,0.745,0.745,0.755,0.74,0.745,0.75,True,True
255050,Will a Democrat win Arizona Presidential Election?,will-a-democrat-win-arizona-presidential-election,"This market will resolve to ""Yes"" if a Democratic candidate wins the popular vote in Arizona in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""0"", ""1""]",5178103.423,0,2024-03-07T06:44:00Z,2024-11-05T12:00:00Z,2024-11-10 08:31:39+00,,"[""144"", ""2"", ""1591"", ""271"", ""168"", ""26"", ""588"", ""1605"", ""100215"", ""100164"", ""1101""]","[""Elections"", ""Politics"", ""arizona"", ""democrats"", ""presidential election"", ""republican party"", ""third party"", ""Swing States"", ""All"", ""State Presidential Election"", ""US Election""]","[""77888176678720060596595785704561867851638990901352765132303721825934989281472"", ""113706817137934173084113171765841465765345118947726422900042392575724414672344""]",D,0.255,0.255,0.255,0.245,0.255,0.255,0.25,True,True
255053,Will a Democrat win Nevada Presidential Election?,will-a-democrat-win-nevada-presidential-election,"This market will resolve to ""Yes"" if a Democratic candidate wins the popular vote in Nevada in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.
","[""Yes"", ""No""]","[""0"", ""1""]",5159200.178,0,2024-03-07T23:25:00Z,2024-11-05T12:00:00Z,2024-11-09 20:17:00+00,,"[""271"", ""2"", ""144"", ""26"", ""588"", ""1605"", ""168"", ""100215"", ""938"", ""100164"", ""1101""]","[""democrats"", ""Politics"", ""Elections"", ""republican party"", ""third party"", ""Swing States"", ""presidential election"", ""All"", ""Nevada"", ""State Presidential Election"", ""US Election""]","[""23452090462928163585257733383879365528898800849298930788345778676568194082451"", ""18451662766052921550337197202319358927639757816615225507586069380328523693166""]",D,0.345,0.34,0.335,0.37,0.365,0.425,0.42,True,True
255094,Will a Democrat win North Carolina Presidential Election?,will-a-democrat-win-north-carolina-presidential-election,"This market will resolve to ""Yes"" if a Democratic candidate wins the popular vote in North Carolina in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.
","[""Yes"", ""No""]","[""0"", ""1""]",5152322.442,0,2024-03-08T19:44:00Z,2024-11-05T12:00:00Z,2024-11-06 10:05:40+00,,"[""1519"", ""168"", ""2"", ""144"", ""459"", ""26"", ""588"", ""1605"", ""100215"", ""100164"", ""1101""]","[""north carolina"", ""presidential election"", ""Politics"", ""Elections"", ""democrat"", ""republican party"", ""third party"", ""Swing States"", ""All"", ""State Presidential Election"", ""US Election""]","[""100038420537482572525556691531865148324318723289388392794253042393988283565188"", ""101272812948536211258847407959163788635306115033157032235160475699617990849525""]",D,0.295,0.275,0.27,0.28,0.31,0.375,0.375,True,True
255205,Will a Democrat win Wisconsin Presidential Election?,will-a-democrat-win-wisconsin-presidential-election,"This market will resolve to ""Yes"" if a Democratic candidate wins the popular vote in Wisconsin in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""0"", ""1""]",5092982.501,0,2024-03-08T00:06:00Z,2024-11-05T12:00:00Z,2024-11-07 00:59:06+00,,"[""144"", ""271"", ""2"", ""1604"", ""26"", ""588"", ""168"", ""1605"", ""100215"", ""100164"", ""1101""]","[""Elections"", ""democrats"", ""Politics"", ""wisconsin"", ""republican party"", ""third party"", ""presidential election"", ""Swing States"", ""All"", ""State Presidential Election"", ""US Election""]","[""7374237615890526880478224649885278725219793468355446734533315746155037370158"", ""9957028331163987805873971753654507302936617692682833719706803039129302643823""]",D,0.405,0.415,0.455,0.485,0.525,0.575,0.585,True,False
255206,Will a Republican win Wisconsin Presidential Election?,will-a-republican-win-wisconsin-presidential-election,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in Wisconsin in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""1"", ""0""]",4183199.189,0,2024-03-08T00:06:00Z,2024-11-05T12:00:00Z,2024-11-07 00:20:15+00,,"[""26"", ""144"", ""2"", ""1604"", ""271"", ""588"", ""1605"", ""168"", ""100215"", ""100164"", ""1101""]","[""republican party"", ""Elections"", ""Politics"", ""wisconsin"", ""democrats"", ""third party"", ""Swing States"", ""presidential election"", ""All"", ""State Presidential Election"", ""US Election""]","[""8506489790932625039746959405160059426243994232527626857062384302531008283468"", ""37895399735091212468277241955774995998030599087730955643490691793429355663153""]",R,0.595,0.595,0.545,0.52,0.475,0.42,0.415,True,False
252298,Senate control after 2024 election?,which-party-will-control-the-us-senate-after-the-2024-election,"The 2024 United States Senate elections will be held on November 5, 2024, with 33 of the 100 seats in the Senate being contested.

This market will resolve to ""Democrats"" if following the 2024 U.S. Senate elections, Democrats have more than half of the voting Senate members, or half of the voting Senate members and a Democrat Vice President. It will resolve to ""Republicans"" under the same conditions for Republicans.

If the outcome of this election is ambiguous given the above rules, this market will remain open until the Majority Leader of the US Senate is selected following the 2024 US general election, at which point it will resolve to the party the majority leader is affiliated with at the time of their election to that position. If the elected majority leader does not caucus with either Democrats or Republicans, this market will resolve 50-50.

Determination of which party controls the Senate after the 2024 US Senate elections will be based on a consensus of credible reporting, or if there is ambiguity, final federal and/or state election authority certification or other final official determination of the 2024 election results.","[""Democrats"", ""Republicans""]","[""0"", ""1""]",3436225.224,0,2023-09-19T21:54:50.565Z,2024-11-04T12:00:00Z,2024-11-08 19:08:11+00,,"[""2"", ""418"", ""185"", ""419"", ""24"", ""100215"", ""100199"", ""1101""]","[""Politics"", ""u.s. senate"", ""2024 election"", ""government"", ""USA Election"", ""All"", ""Senate"", ""US Election""]","[""106428415972306440805659798821565836957352710901932544423124141186478841559835"", ""319656142554520322046468635715157364847293348955869922456580477215496475882""]",D,0.165,0.165,0.175,0.175,0.175,0.175,0.225,True,True
255110,Will a Republican win Iowa Presidential Election?,will-a-republican-win-iowa-in-the-2024-us-presidential-election,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in Iowa in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""1"", ""0""]",3302882.68,0,2024-03-28T20:28:17.758Z,2024-11-05T12:00:00Z,2024-11-06 13:26:45+00,,"[""2"", ""100164"", ""100215"", ""1101""]","[""Politics"", ""State Presidential Election"", ""All"", ""US Election""]","[""51333916780794331940122386074682365133249796682848404065652214647384231275041"", ""42800497514834535295319862450083087870390769783910004033589530448478990803871""]",R,0.945,0.945,0.955,0.955,0.94,0.835,0.8,True,True
