id,question,slug,description,outcomes,outcomePrices,volume,liquidity,startDate,endDate,closedTime,resolutionSource,tag_ids,tag_labels,clobTokenIds
255068,Will a Republican win New Hampshire in the 2024 US Presidential Election?,will-a-republican-win-new-hampshire-in-the-2024-us-presidential-election,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in New Hampshire in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.
","[""Yes"", ""No""]","[""0"", ""1""]",2083783.350275,0,2024-03-19T18:16:07.375Z,2024-11-05T12:00:00Z,2024-11-06 16:18:37+00,,"[""100215"", ""100164"", ""2"", ""1101""]","[""All"", ""State Presidential Election"", ""Politics"", ""US Election""]","[""75196359692989187018411418870859031296447545562973355617507233505746713995861"", ""91757041354278041432691402724684158729072796258871845153634877058427655210476""]"
512215,Will Rick Scott be the next Senate Majority Leader?,will-rick-scott-be-the-next-senate-majority-leader,"This market will resolve to ""Yes"" if Rick Scott is announced as the next Senate Majority Leader after the 2024 U.S. General Election. Otherwise, this market will resolve to ""No"".

This market will remain open until January 3, 2025, at which point it will resolve based on the first announcement of the next Senate Majority Leader from whichever party holds the majority in the U.S. Senate.

If no Majority is established and a leader announced by June, 30, 2025, 11:59 PM, this market will resolve to “No”.

","[""Yes"", ""No""]","[""0"", ""1""]",2035489.149072,0,2024-11-06T21:03:47.069Z,2025-06-30T12:00:00Z,2025-01-03 23:37:51+00,,"[""2"", ""1101"", ""100199""]","[""Politics"", ""US Election"", ""Senate""]","[""106483571046629320621413010967650336637426790722297125584190631719660841618967"", ""98411222574916445643226074859046415536681651123578762797547312701712130292610""]"
566987,Will Jacob Frey win the 2025 Minneapolis mayoral election?,will-jacob-frey-win-the-2025-minneapolis-mayoral-election-419,"The 2025 Minneapolis mayoral election will be held on November 4, 2025, to elect the mayor of Minneapolis.

This market will resolve according to the candidate that wins the election.

The primary resolution source for this market will be a consensus of credible reporting; however, if there is any ambiguity in the results, this market will resolve according to official information from Minneapolis.","[""Yes"", ""No""]","[""1"", ""0""]",2010288.536332,0,2025-07-24T00:03:02.528142Z,2025-11-04T12:00:00Z,2025-11-05 23:17:01+00,,"[""2"", ""144"", ""1101"", ""1597"", ""102786"", ""102788""]","[""Politics"", ""Elections"", ""US Election"", ""Global Elections"", ""Nov 4 Elections"", ""Mayoral Elections""]","[""7503827329045447254300457450631505304310879120369911782060686615113958904042"", ""58272731632068664727863656790332456277526971884533181863039201643396637686160""]"
255069,Will a candidate from another party win New Hampshire Presidential Election?,will-a-candidate-from-another-party-win-new-hampshire-presidential-election,"This market will resolve to ""Yes"" if a candidate from neither the Democratic nor Republican parties wins the popular vote in New Hampshire in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.
","[""Yes"", ""No""]","[""0"", ""1""]",1970001.378132,0,2024-03-19T18:16:04.512Z,2024-11-05T00:00:00Z,2024-11-06 16:23:51+00,,"[""100215"", ""100164"", ""2"", ""1101""]","[""All"", ""State Presidential Election"", ""Politics"", ""US Election""]","[""95455686054301048424853337518081967010975256851060132139004839103687477722829"", ""27352121818034557549433649172157475501281693808377314180791646500070391423902""]"
255064,Will a Democrat win New Hampshire in the 2024 US Presidential Election?,will-a-democrat-win-new-hampshire-in-the-2024-us-presidential-election,"This market will resolve to ""Yes"" if a Democratic candidate wins the popular vote in New Hampshire in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.
","[""Yes"", ""No""]","[""1"", ""0""]",1829308.960895,0,2024-03-19T18:16:10.201Z,2024-11-05T12:00:00Z,2024-11-06 17:54:10+00,,"[""100215"", ""100164"", ""2"", ""1101""]","[""All"", ""State Presidential Election"", ""Politics"", ""US Election""]","[""30670722979084148793424221598664470441196435655366270740144523147691023552033"", ""101112146796610785624708973665496320672019351295931003966200195705226652733106""]"
512634,Will Republicans control 223 seats in the House after the election?,will-republicans-control-223-seats-in-the-house-after-the-election,"This market will resolve to ""Yes"" if as a result of the 2024 U.S. House elections exactly 223 voting House members are Republican. Otherwise, this market will resolve to ""No"".

​​A candidate's party will be determined by their ballot-listed or otherwise identifiable affiliation with that party at the time all of the 2024 House elections are conclusively called by this market's resolution sources. A candidate without a ballot-listed affiliation to either the Democrat or Republican parties will be considered a member of one of these parties based on the party that they most recently expressed their intent to caucus with at the time all of the House elections are conclusively called by this market's resolution sources.

The resolution source for this market is the Associated Press. This market will resolve once the Associated Press has conclusively called all House elections.","[""Yes"", ""No""]","[""0"", ""1""]",1760825.213185,0,2024-11-10T00:15:29.086028Z,2024-12-17T12:00:00Z,2024-12-04 10:02:46+00,,"[""2"", ""100344"", ""101219"", ""100686"", ""1101""]","[""Politics"", ""House Races"", ""conggress"", ""Margin of Victory"", ""US Election""]","[""39778552125914050473714799196536382665831742734238711299604260944868339942356"", ""64337999639204643689480290807860692942245233998318453915743099605602581454535""]"
255149,Will a Republican win Minnesota in the 2024 US Presidential Election?,will-a-republican-win-minnesota-in-the-2024-us-presidential-election,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in Minnesota in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""0"", ""1""]",1654144.790692,0,2024-03-19T15:50:11.075Z,2024-11-05T12:00:00Z,2024-11-06 12:30:12+00,,"[""100215"", ""100164"", ""2"", ""1101""]","[""All"", ""State Presidential Election"", ""Politics"", ""US Election""]","[""92117185710429643911455104199091166119411848668357581614617019864951532204911"", ""45540997455710174974640396763138403465407130981686659549560595912224589386355""]"
513461,Will Elon Musk be the first elected Speaker of the House for the 119th congress?,will-elon-musk-be-the-first-elected-speaker-of-the-house-for-the-119th-congress,"This market will resolve to ""Yes"" if Elon Musk becomes the first-elected Speaker of the House in the 119th United States Congress. Otherwise, this market will resolve to ""No"".

Any individual elected to be, appointed to be, or serving as Speaker pro tempore in the 119th congress will have no bearing on the resolution of this market. Only the first-elected Speaker of the House will count toward the resolution of this market.

If the election for the first Speaker for the 119th Congress is not finalized by June 30, 2025, 11:59 PM ET, this market will resolve to ""No"".

The primary resolution source for this market will be official information from the government of the United States of America (ex: https://www.speaker.gov/, https://www.house.gov/), however credible reporting may be used.","[""Yes"", ""No""]","[""0"", ""1""]",1649995.549448,0,2024-11-19T23:51:09.967Z,2025-06-30T12:00:00Z,2025-01-03 23:07:07+00,,"[""101542"", ""1101"", ""2"", ""24"", ""514"", ""100344"", ""101279"", ""101614"", ""101616""]","[""Gov Shutdown"", ""US Election"", ""Politics"", ""USA Election"", ""Congress"", ""House Races"", ""house"", ""Speaker"", ""Speaker Election""]","[""15569099838711074842767876509953377829312061651104404927386327899163660859881"", ""50394296848685548612040345835253748972223327798124483639077594565231172022202""]"
509229,Will Trump win 7 swing states?,will-trump-win-7-swing-states,"This market considers the following states as ""swing states"": Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, Wisconsin.

This market will resolve to ""Yes"" if Donald Trump wins exactly 7 swing states in the 2024 US Presidential Election. Otherwise, this market will resolve to ""No"".

The resolution source for this market is the Associated Press, Fox News, and NBC. If all three sources haven’t called the race in the listed states for the same candidate, this market will resolve based on the official certification.
","[""Yes"", ""No""]","[""1"", ""0""]",1624359.004552,0,2024-10-08T17:38:19.99427Z,2024-11-05T12:00:00Z,2024-11-10 06:27:49+00,,"[""2"", ""24"", ""126"", ""421"", ""820"", ""938"", ""1349"", ""1519"", ""1591"", ""1604"", ""1605"", ""1101""]","[""Politics"", ""USA Election"", ""Trump"", ""pennsylvania"", ""michigan"", ""Nevada"", ""georgia"", ""north carolina"", ""arizona"", ""wisconsin"", ""Swing States"", ""US Election""]","[""112001488808887748111180422528015998600666219310334100799758947833443004361249"", ""93367466396809466148147131745688324832863632645133684815091499902960672384059""]"
504851,US inauguration on January 20?,us-inauguration-on-january-20,"This market will resolve to ""Yes"" if the individual who is certified to have won the 2024 US presidential election is sworn in as President of the United States as-scheduled on January 20, 2025 ET. Otherwise, this market will resolve to ""No"".

The primary resolution source for this market will be information from the US government, however a consensus of credible reporting will also be used.","[""Yes"", ""No""]","[""1"", ""0""]",1589214.623886,0,2024-08-09T18:21:15.237394Z,2025-01-20T12:00:00Z,2025-01-20 19:24:34+00,,"[""24"", ""2"", ""101191"", ""1101""]","[""USA Election"", ""Politics"", ""Trump Presidency"", ""US Election""]","[""329365615946223515173940433418135428165795615354296477295276007932036541995"", ""64989230124328850065466566394454710390990466784068045196772431802677862894229""]"
500118,Will a Republican win Ohio US Senate Election?,will-a-republican-win-ohio-us-senate-election,"United States general elections are scheduled to take place on November 5, 2024. Regular senate elections are presently scheduled for 33 states.

This market will resolve to “Yes” if the candidate who wins the 2024 Ohio US Senate election is a Republican. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""1"", ""0""]",1556618.387565,0,2024-04-03T21:48:00.193Z,2024-11-05T12:00:00Z,2024-11-07 06:26:38+00,,"[""144"", ""176"", ""2"", ""377"", ""341"", ""100215"", ""100199"", ""100562"", ""100572"", ""1583"", ""100573"", ""1101""]","[""Elections"", ""us elections"", ""Politics"", ""elections 2024"", ""senates"", ""All"", ""Senate"", ""brown"", ""sherrod brown"", ""bernie moreno"", ""moreno"", ""US Election""]","[""3620306974437843745624106027075287847184755283592021115338359473870454935865"", ""72410471378897134535199836205522458748724101484298185492234292835284261817717""]"
516786,Will Eric Adams win the Democratic Primary for Mayor of New York City?,will-eric-adams-win-the-democratic-primary-for-mayor-of-new-york-city,"The Democratic Primary for Mayor of New York City is scheduled for June 24, 2025.  

This market will resolve to “Yes” if Eric Adams wins the 2025 Democratic Primary for Mayor of New York City. Otherwise, this market will resolve to “No”.

If no 2025 Democratic Primary for the Mayor of New York City takes place this market will resolve to “No”.

The resolution source for this market will be the first announcement of the results from the Democratic Primary, however an overwhelming consensus of credible reporting may suffice.","[""Yes"", ""No""]","[""0"", ""1""]",1555322.754999,0,2024-12-30T15:39:14.123282Z,2025-06-24T12:00:00Z,2025-06-25 12:48:53+00,,"[""100091"", ""2"", ""851"", ""1101"", ""100345"", ""100773"", ""101586"", ""1597"", ""101206"", ""101147"", ""101588"", ""102148""]","[""New York City"", ""Politics"", ""nyc"", ""US Election"", ""New York"", ""NY"", ""Mayoral"", ""Global Elections"", ""World Elections"", ""Alexandria Ocasio-Cortez"", ""2025 Predictions"", ""NYC Mayor""]","[""24747714927302258347480199041390365037859021220314022978941612914907509936719"", ""4828825917419691561700402957493895546715469820634221307153133619552096033175""]"
501694,Will Republicans have 49 or fewer seats in Senate after election?,will-republicans-have-49-or-fewer-seats-in-senate-after-election,"The 2024 United States Senate elections will be held on November 5, 2024, with 33 of the 100 seats in the Senate being contested.

This market will resolve to ""Yes"" if as a result of the 2024 U.S. Senate elections 49 or fewer of voting Senate members are Republican. Otherwise, this market will resolve to ""No"".

​​A candidate's party will be determined by their ballot-listed or otherwise identifiable affiliation with that party at the time all of the 2024 Senate elections are conclusively called by this market's resolution sources. A candidate without a ballot-listed affiliation to either the Democrat or Republican Parties will be considered a member of one of these parties based on the party that they most recently expressed their intent to caucus with at the time all of the Senate elections are conclusively called by this market's resolution sources.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources have conclusively called all Senate elections. If all three sources do not achieve consensus in calling the relevant races for this market, it will resolve based on the official certification.
","[""Yes"", ""No""]","[""0"", ""1""]",1537159.776966,0,2024-05-20T16:57:59.659739Z,2024-11-05T12:00:00Z,2024-11-22 04:45:15+00,,"[""24"", ""26"", ""56"", ""99"", ""188"", ""341"", ""375"", ""418"", ""789"", ""2"", ""100425"", ""1101"", ""100199""]","[""USA Election"", ""republican party"", ""republicans"", ""u.s. 2024 elections"", ""U.S. Politics"", ""senates"", ""u.s. election"", ""u.s. senate"", ""US Politics"", ""Politics"", ""Margin"", ""US Election"", ""Senate""]","[""1322257527198249914824674397775829453554909445313454136918939104775456362284"", ""8151117800169130689519549692981709229493602571084570001993619764641296390223""]"
512217,Will Joni Ernst be the next Senate Majority Leader?,will-joni-ernst-be-the-next-senate-majority-leader,"This market will resolve to ""Yes"" if Joni Ernst is announced as the next Senate Majority Leader after the 2024 U.S. General Election. Otherwise, this market will resolve to ""No"".

This market will remain open until January 3, 2025, at which point it will resolve based on the first announcement of the next Senate Majority Leader from whichever party holds the majority in the U.S. Senate.

If no Majority is established and a leader announced by June, 30, 2025, 11:59 PM, this market will resolve to “No”.

","[""Yes"", ""No""]","[""0"", ""1""]",1517584.114096,0,2024-11-06T21:05:20.874Z,2025-06-30T12:00:00Z,2025-01-03 23:43:17+00,,"[""2"", ""1101"", ""100199""]","[""Politics"", ""US Election"", ""Senate""]","[""10896561144993108207374508713973738725271266359064477954032798822157745337230"", ""64025122194709551403000060778924878162564146864031908423454215434700120703789""]"
515473,Will Xi Jinping attend presidential inauguration?,will-xi-jinping-attend-presidential-inauguration,"This market will resolve to ""Yes"" if Xi Jinping attends the presidential inauguration currently scheduled for January 20, 2025 ET. Otherwise, this market will resolve to ""No"".

Attending the inauguration is defined as being in physical attendance during any part of the ceremony.

The primary resolution source for this market will be video and phot evidence, however a consensus of credible reporting will also be used.","[""Yes"", ""No""]","[""0"", ""1""]",1460457.21779,0,2024-12-11T23:20:58.107Z,2025-01-20T12:00:00Z,2025-01-20 23:25:40+00,,"[""101191"", ""126"", ""1101"", ""2"", ""101635""]","[""Trump Presidency"", ""Trump"", ""US Election"", ""Politics"", ""Inauguration""]","[""99220647323461296015245362042234366341132204208350546114812627465810434965599"", ""29320667180278698077470335230471833260762204267050342479744084856339467169306""]"
255148,Will a Democrat win Minnesota in the 2024 US Presidential Election?,will-a-democrat-win-minnesota-in-the-2024-us-presidential-election,"This market will resolve to ""Yes"" if a Democratic candidate wins the popular vote in Minnesota in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""1"", ""0""]",1452937.566314,0,2024-03-19T15:50:07.469Z,2024-11-05T12:00:00Z,2024-11-06 12:30:24+00,,"[""100215"", ""100164"", ""2"", ""1101""]","[""All"", ""State Presidential Election"", ""Politics"", ""US Election""]","[""39623200091471028374712577912012365791011393912709672986570615201117585363982"", ""87101865252657325677629328884631461236040235936833379556612713444068570212093""]"
511440,Will Jill Stein get the most votes of any 3rd party candidate?,will-jill-stein-get-the-most-votes-of-any-3rd-party-candidate,"In US elections, a third party candidate is any candidate running as a member of neither the Democratic nor Republican party.

This market will resolve to “Yes” if Jill Stein is the third party candidate who receives the most votes in the 2024 U.S. presidential election. Otherwise, this market will resolve to “No.”

In case of a tie, this market will resolve in favor of the candidate whose last name comes first in alphabetical order.

This market will resolve based on the total number of votes each candidate receives in the 2024 U.S. Presidential election according to uselectionatlas.org once their dataset includes the certified vote totals for all U.S. States and the District of Columbia. If a recount is initiated before certification, the market will remain open until the recount is completed and the vote is certified. If a recount occurs after uselectionatlas.org has published vote totals based on the final certifications, the recount will not be considered.

If there are no outstanding recounts, and electionatlas.org has not published total vote numbers based on the state certified results by December 17, 2024, 12:00 PM ET, this market will resolve according to the total vote numbers from the United States Elections Project (electproject.org). If the United States Elections Project has not published certified vote totals, another credible resolution source will be chosen.
","[""Yes"", ""No""]","[""1"", ""0""]",1401481.944208,0,2024-10-30T18:53:34.725049Z,2024-11-05T12:00:00Z,2024-12-18 01:07:44+00,,"[""1199"", ""24"", ""2"", ""100974"", ""100212"", ""100761"", ""100972"", ""1101""]","[""Popular Vote"", ""USA Election"", ""Politics"", ""libertarian"", ""RFK"", ""green"", ""Kennedy"", ""US Election""]","[""43476801841052802451757831902209317618328065622866234757505352206105184943253"", ""6839254466320441849180036846018163092929955353619372534361911934943897974538""]"
509222,Will Trump win no swing states?,will-trump-win-no-swing-states,"This market considers the following states as ""swing states"": Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania, Wisconsin.

This market will resolve to ""Yes"" if Donald Trump does not win any swing state in the 2024 US Presidential Election. Otherwise, this market will resolve to ""No"".

The resolution source for this market is the Associated Press, Fox News, and NBC. If all three sources haven’t called the race in the listed states for the same candidate, this market will resolve based on the official certification.
","[""Yes"", ""No""]","[""0"", ""1""]",1380304.314671,0,2024-10-08T17:34:58.039071Z,2024-11-05T12:00:00Z,2024-11-06 18:55:04+00,,"[""2"", ""24"", ""126"", ""421"", ""820"", ""938"", ""1349"", ""1519"", ""1591"", ""1604"", ""1605"", ""1101""]","[""Politics"", ""USA Election"", ""Trump"", ""pennsylvania"", ""michigan"", ""Nevada"", ""georgia"", ""north carolina"", ""arizona"", ""wisconsin"", ""Swing States"", ""US Election""]","[""10732475799073945860922518029910428265608231538414426866178152364442049204664"", ""11773387398574045239317944581722920971046071631397566793318297341816488195271""]"
512749,Will Trump get over 50% of the Popular Vote?,will-trump-receive-50-of-the-popular-vote,"This market will resolve to “Yes” if Donald Trump receives over 50% of all votes cast in the 2024 U.S. Presidential election. Otherwise this market will resolve to ""No"".

This market will resolve based on the total number of votes in the 2024 Presidential election according to uselectionatlas.org once their dataset includes the certified vote totals for all U.S. States and the District of Columbia. If a recount is initiated before certification, the market will remain open until the recount is completed and the vote is certified. If a recount occurs after uselectionatlas.org has published vote totals based on the final certifications, the recount will not be considered.

If there are no outstanding recounts, and electionatlas.org has not published total vote numbers based on the state certified results by December 17, 2024, 12:00 PM ET, this market will resolve according to the total vote numbers from the United States Elections Project (electproject.org). If the United States Elections Project has not published certified vote totals, another credible resolution source will be chosen.","[""Yes"", ""No""]","[""0"", ""1""]",1371744.445526,0,2024-11-11T21:56:23.578389Z,2024-12-17T12:00:00Z,2024-12-18 00:03:53+00,,"[""2"", ""126"", ""1101"", ""101191""]","[""Politics"", ""Trump"", ""US Election"", ""Trump Presidency""]","[""56631652001995841102857865563746551869186788131339275562520567230083336890211"", ""21169615537013742628001969728858778074618300424014997734177661764886921394976""]"
516788,Will Scott Stringer win the Democratic Primary for Mayor of New York City?,will-scott-stringer-win-the-democratic-primary-for-mayor-of-new-york-city,"The Democratic Primary for Mayor of New York City is scheduled for June 24, 2025.  

This market will resolve to “Yes” if Scott Stringer wins the 2025 Democratic Primary for Mayor of New York City. Otherwise, this market will resolve to “No”.

If no 2025 Democratic Primary for the Mayor of New York City takes place this market will resolve to “No”.

The resolution source for this market will be the first announcement of the results from the Democratic Primary, however an overwhelming consensus of credible reporting may suffice.","[""Yes"", ""No""]","[""0"", ""1""]",1308592.555535,0,2024-12-30T15:40:33.024361Z,2025-06-24T12:00:00Z,2025-06-25 14:33:57+00,,"[""100091"", ""2"", ""851"", ""1101"", ""1597"", ""100345"", ""100773"", ""101206"", ""101586"", ""101147"", ""101588"", ""102148""]","[""New York City"", ""Politics"", ""nyc"", ""US Election"", ""Global Elections"", ""New York"", ""NY"", ""World Elections"", ""Mayoral"", ""Alexandria Ocasio-Cortez"", ""2025 Predictions"", ""NYC Mayor""]","[""78918409661620624040880386463753557841642449044208644770842466899015585947368"", ""77969019412969826582761723811770485261641521077199846306131808329808101792991""]"
501698,Will Republicans have 53 seats in Senate after election?,will-republicans-have-53-seats-in-senate-after-election,"The 2024 United States Senate elections will be held on November 5, 2024, with 33 of the 100 seats in the Senate being contested.

This market will resolve to ""Yes"" if as a result of the 2024 U.S. Senate elections 53 voting Senate members are Republican. Otherwise, this market will resolve to ""No"".

​​A candidate's party will be determined by their ballot-listed or otherwise identifiable affiliation with that party at the time all of the 2024 Senate elections are conclusively called by this market's resolution sources. A candidate without a ballot-listed affiliation to either the Democrat or Republican Parties will be considered a member of one of these parties based on the party that they most recently expressed their intent to caucus with at the time all of the Senate elections are conclusively called by this market's resolution sources.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources have conclusively called all Senate elections. If all three sources do not achieve consensus in calling the relevant races for this market, it will resolve based on the official certification.
","[""Yes"", ""No""]","[""1"", ""0""]",1285723.48474,0,2024-05-20T17:01:30.335919Z,2024-11-05T12:00:00Z,2024-11-22 04:45:39+00,,"[""24"", ""26"", ""56"", ""99"", ""188"", ""341"", ""375"", ""418"", ""789"", ""2"", ""100425"", ""1101"", ""100199""]","[""USA Election"", ""republican party"", ""republicans"", ""u.s. 2024 elections"", ""U.S. Politics"", ""senates"", ""u.s. election"", ""u.s. senate"", ""US Politics"", ""Politics"", ""Margin"", ""US Election"", ""Senate""]","[""65989994792976352255433300258455728943645568280305115181889874840494929551303"", ""100192882529756171982933278798569779901312634261074078615229013332353469576995""]"
516796,Will Andrew Yang win the Democratic Primary for Mayor of New York City?,will-andrew-yang-win-the-democratic-primary-for-mayor-of-new-york-city,"The Democratic Primary for Mayor of New York City is scheduled for June 24, 2025.  

This market will resolve to “Yes” if Andrew Yang wins the 2025 Democratic Primary for Mayor of New York City. Otherwise, this market will resolve to “No”.

If no 2025 Democratic Primary for the Mayor of New York City takes place this market will resolve to “No”.

The resolution source for this market will be the first announcement of the results from the Democratic Primary, however an overwhelming consensus of credible reporting may suffice.","[""Yes"", ""No""]","[""0"", ""1""]",1230926.498363,0,2024-12-30T15:44:50.68855Z,2025-06-24T12:00:00Z,2025-06-25 12:27:49+00,,"[""100091"", ""2"", ""851"", ""1101"", ""1597"", ""100345"", ""100773"", ""101147"", ""101206"", ""101586"", ""101588"", ""102148""]","[""New York City"", ""Politics"", ""nyc"", ""US Election"", ""Global Elections"", ""New York"", ""NY"", ""Alexandria Ocasio-Cortez"", ""World Elections"", ""Mayoral"", ""2025 Predictions"", ""NYC Mayor""]","[""12529144169933900401279181474659760151525406759523957476896746598423761763562"", ""45246191832131048455301374956384522583267864622458933150410832341954135059487""]"
500686,Will a Democrat win Nebraska US Senate Election?,will-a-democrat-win-nebraska-us-senate-election,"United States general elections are scheduled to take place on November 5, 2024. Regular senatorial elections are presently scheduled for 33 states.

This market will resolve to “Yes” if the candidate who wins the 2024 Nebraska US Senate election is a Democrat. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification. ","[""Yes"", ""No""]","[""0"", ""1""]",1212360.591797,0,2024-04-12T19:47:39.481Z,2024-11-05T12:00:00Z,2024-11-06 17:54:08+00,,"[""2"", ""341"", ""100215"", ""100199"", ""100559"", ""100560"", ""1101""]","[""Politics"", ""senates"", ""All"", ""Senate"", ""osborne"", ""deb fischer"", ""US Election""]","[""30483040149335985602396674192681000188930864040382653510449732922258305375087"", ""10678122661428226946233930590466595387808943872856850909466811543122529742615""]"
516789,Will Letitia James win the Democratic Primary for Mayor of New York City?,will-letitia-james-win-the-democratic-primary-for-mayor-of-new-york-city,"The Democratic Primary for Mayor of New York City is scheduled for June 24, 2025.  

This market will resolve to “Yes” if Letitia James wins the 2025 Democratic Primary for Mayor of New York City. Otherwise, this market will resolve to “No”.

If no 2025 Democratic Primary for the Mayor of New York City takes place this market will resolve to “No”.

The resolution source for this market will be the first announcement of the results from the Democratic Primary, however an overwhelming consensus of credible reporting may suffice.","[""Yes"", ""No""]","[""0"", ""1""]",1203460.484481,0,2024-12-30T15:40:53.91376Z,2025-06-24T12:00:00Z,2025-06-25 12:48:53+00,,"[""100091"", ""2"", ""851"", ""1101"", ""1597"", ""100345"", ""100773"", ""101206"", ""101586"", ""101147"", ""101588"", ""102148""]","[""New York City"", ""Politics"", ""nyc"", ""US Election"", ""Global Elections"", ""New York"", ""NY"", ""World Elections"", ""Mayoral"", ""Alexandria Ocasio-Cortez"", ""2025 Predictions"", ""NYC Mayor""]","[""90863997347884468057633285822709973829164736268814958635981051330892926102120"", ""14586702765109400122303899266237265700085729687021413349945639893440362777853""]"
566988,Will Omar Fateh win the 2025 Minneapolis mayoral election?,will-omar-fateh-win-the-2025-minneapolis-mayoral-election-733,"The 2025 Minneapolis mayoral election will be held on November 4, 2025, to elect the mayor of Minneapolis.

This market will resolve according to the candidate that wins the election.

The primary resolution source for this market will be a consensus of credible reporting; however, if there is any ambiguity in the results, this market will resolve according to official information from Minneapolis.","[""Yes"", ""No""]","[""0"", ""1""]",1165224.94679,0,2025-07-24T00:03:02.780436Z,2025-11-04T12:00:00Z,2025-11-05 22:59:13+00,,"[""2"", ""144"", ""1101"", ""1597"", ""102786"", ""102788""]","[""Politics"", ""Elections"", ""US Election"", ""Global Elections"", ""Nov 4 Elections"", ""Mayoral Elections""]","[""75333052099338664294994550503691582258691394976095337031044523056222082895990"", ""49592685387559256218712952279441471900581957986555748617723307666440905236999""]"
510528,"Will there be 160,000,000-165,000,000 votes cast in the U.S. Presidential Election?",will-there-be-160000000-165000000-votes-cast-in-the-us-presidential-election,"This market will resolve to “Yes” if there are between 160,000,000 (inclusive) and 165,000,000 (exclusive) votes cast in the 2024 U.S. Presidential election. Otherwise this market will resolve to ""No"".   

This market will resolve based on the total number of votes in the 2024 Presidential election according to uselectionatlas.org once their dataset includes the certified vote totals for all U.S. States and the District of Columbia. If a recount is initiated before certification, the market will remain open until the recount is completed and the vote is certified. If a recount occurs after uselectionatlas.org has published vote totals based on the final certifications, the recount will not be considered. 

If there are no outstanding recounts, and electionatlas.org has not published total vote numbers based on the state certified results by December 17, 2024, 12:00 PM ET, this market will resolve according to the total vote numbers from the United States Elections Project (electproject.org). If the United States Elections Project has not published certified vote totals, another credible resolution source will be chosen.
","[""Yes"", ""No""]","[""0"", ""1""]",1159226.997575,0,2024-10-23T16:13:52.169037Z,2024-12-16T12:00:00Z,2024-12-17 22:12:27+00,,"[""24"", ""2"", ""100891"", ""100892"", ""1101"", ""1199""]","[""USA Election"", ""Politics"", ""turnout"", ""turn out"", ""US Election"", ""Popular Vote""]","[""99094475792705754074998090451363234312437979150832814572874849228258355583360"", ""8312430174368604658198130298414095564884613412249402362780798308412542839931""]"
